,symbol,timestamp,open,high,low,close,volume,trade_count,vwap
592,AAPL,2025-12-01 21:54:00+00:00,283.1,283.13,283.1,283.1,974.0,35.0,283.110352
593,AAPL,2025-12-01 21:55:00+00:00,283.1,283.1,283.1,283.1,175.0,5.0,283.1
594,AAPL,2025-12-01 21:58:00+00:00,283.12,283.33,283.12,283.18,7124.0,177.0,283.150753
595,AAPL,2025-12-01 21:59:00+00:00,283.19,283.2,283.19,283.2,1403.0,80.0,283.195319
596,AAPL,2025-12-01 22:00:00+00:00,283.28,283.35,283.28,283.3,853984.0,148.0,283.315556
597,AAPL,2025-12-01 22:02:00+00:00,283.35,283.35,283.1054,283.1054,1317.0,19.0,283.249754
598,AAPL,2025-12-01 22:03:00+00:00,283.1868,283.1868,283.1868,283.1868,165.0,10.0,283.1868
599,AAPL,2025-12-01 22:04:00+00:00,283.09,283.09,283.09,283.09,261.0,13.0,283.09
600,AAPL,2025-12-01 22:05:00+00:00,283.1195,283.1195,283.1195,283.1195,151.0,9.0,283.1195
601,AAPL,2025-12-01 22:06:00+00:00,283.19,283.27,283.19,283.27,328.0,12.0,283.243333
602,AAPL,2025-12-01 22:08:00+00:00,283.1087,283.2,283.1087,283.2,342.0,15.0,283.139133
603,AAPL,2025-12-01 22:09:00+00:00,283.17,283.17,283.17,283.17,455.0,27.0,283.17
604,AAPL,2025-12-01 22:10:00+00:00,283.18,283.33,283.12,283.33,6554.0,133.0,283.215601
605,AAPL,2025-12-01 22:11:00+00:00,283.32,283.4,283.32,283.386,3308.0,67.0,283.347016
606,AAPL,2025-12-01 22:12:00+00:00,283.35,283.35,283.25,283.25,670.0,12.0,283.3
607,AAPL,2025-12-01 22:15:00+00:00,283.29,283.29,283.29,283.29,355.0,20.0,283.29
608,AAPL,2025-12-01 22:16:00+00:00,283.3,283.38,283.27,283.38,1858.0,37.0,283.294665
609,AAPL,2025-12-01 22:17:00+00:00,283.3,283.38,283.3,283.38,597.0,40.0,283.327682
610,AAPL,2025-12-01 22:18:00+00:00,283.3797,283.38,283.3797,283.38,1705.0,25.0,283.37972
611,AAPL,2025-12-01 22:20:00+00:00,283.38,283.38,283.38,283.38,229.0,10.0,283.38
612,AAPL,2025-12-01 22:24:00+00:00,283.36,283.44,283.36,283.44,5140.0,113.0,283.395688
613,AAPL,2025-12-01 22:25:00+00:00,283.4495,283.48,283.4001,283.48,3432.0,20.0,283.445605
614,AAPL,2025-12-01 22:26:00+00:00,283.4,283.4,283.3007,283.39,1056.0,28.0,283.337321
615,AAPL,2025-12-01 22:27:00+00:00,283.39,283.39,283.3,283.3003,1786.0,17.0,283.306997
616,AAPL,2025-12-01 22:29:00+00:00,283.3014,283.39,283.3014,283.3715,1251.0,34.0,283.362935
617,AAPL,2025-12-01 22:30:00+00:00,283.35,283.3806,283.3209,283.3295,573.0,13.0,283.344955
618,AAPL,2025-12-01 22:31:00+00:00,283.33,283.3325,283.33,283.3325,840.0,22.0,283.332115
619,AAPL,2025-12-01 22:32:00+00:00,283.32,283.32,283.25,283.25,3944.0,39.0,283.274694
620,AAPL,2025-12-01 22:33:00+00:00,283.32,283.32,283.25,283.25,1034.0,21.0,283.269802
621,AAPL,2025-12-01 22:34:00+00:00,283.25,283.32,283.25,283.25,1612.0,14.0,283.25885
622,AAPL,2025-12-01 22:35:00+00:00,283.3082,283.3097,283.3082,283.3082,472.0,18.0,283.3087
623,AAPL,2025-12-01 22:36:00+00:00,283.31,283.32,283.31,283.32,896.0,19.0,283.311484
624,AAPL,2025-12-01 22:37:00+00:00,283.26,283.26,283.25,283.26,632.0,14.0,283.253766
625,AAPL,2025-12-01 22:38:00+00:00,283.3053,283.3053,283.1,283.1,41924.0,11.0,283.10049
626,AAPL,2025-12-01 22:39:00+00:00,283.32,283.32,283.31,283.31,327.0,13.0,283.315
627,AAPL,2025-12-01 22:41:00+00:00,283.3,283.32,283.3,283.32,781.0,34.0,283.307273
628,AAPL,2025-12-01 22:42:00+00:00,283.25,283.25,283.25,283.25,3443.0,28.0,283.25
629,AAPL,2025-12-01 22:43:00+00:00,283.3,283.3,283.2542,283.2542,359.0,17.0,283.269467
630,AAPL,2025-12-01 22:48:00+00:00,283.25,283.25,283.25,283.25,499.0,18.0,283.25
631,AAPL,2025-12-01 22:50:00+00:00,283.25,283.25,283.25,283.25,326.0,15.0,283.25
632,AAPL,2025-12-01 22:52:00+00:00,283.25,283.3,283.25,283.2999,2187.0,34.0,283.25678
633,AAPL,2025-12-01 22:53:00+00:00,283.3194,283.3194,283.3194,283.3194,2076.0,9.0,283.3194
634,AAPL,2025-12-01 22:54:00+00:00,283.3189,283.3189,283.279,283.31,2011.0,9.0,283.315825
635,AAPL,2025-12-01 22:55:00+00:00,283.32,283.32,283.32,283.32,927.0,37.0,283.32
636,AAPL,2025-12-01 22:56:00+00:00,283.25,283.25,283.25,283.25,347.0,15.0,283.25
637,AAPL,2025-12-01 22:58:00+00:00,283.26,283.26,283.25,283.25,695.0,27.0,283.253333
638,AAPL,2025-12-01 22:59:00+00:00,283.25,283.25,283.24,283.25,2333.0,26.0,283.249524
639,AAPL,2025-12-01 23:00:00+00:00,283.28,283.3,283.28,283.3,811.0,21.0,283.296
640,AAPL,2025-12-01 23:01:00+00:00,283.29,283.31,283.29,283.31,329.0,10.0,283.302
641,AAPL,2025-12-01 23:02:00+00:00,283.2894,283.35,283.2894,283.35,380.0,11.0,283.3096
642,AAPL,2025-12-01 23:03:00+00:00,283.3325,283.37,283.29,283.29,1513.0,30.0,283.339714
643,AAPL,2025-12-01 23:05:00+00:00,283.29,283.3,283.28,283.28,1541.0,43.0,283.29257
644,AAPL,2025-12-01 23:06:00+00:00,283.29,283.3,283.29,283.3,920.0,15.0,283.293812
645,AAPL,2025-12-01 23:07:00+00:00,283.27,283.27,283.11,283.11,5192.0,51.0,283.260577
646,AAPL,2025-12-01 23:08:00+00:00,283.11,283.12,283.11,283.12,889.0,27.0,283.113692
647,AAPL,2025-12-01 23:09:00+00:00,283.12,283.12,282.85,282.85,26118.0,140.0,283.015454
648,AAPL,2025-12-01 23:10:00+00:00,282.889,282.91,282.889,282.91,560.0,19.0,282.893795
649,AAPL,2025-12-01 23:12:00+00:00,283.0,283.0,283.0,283.0,135.0,11.0,283.0
650,AAPL,2025-12-01 23:13:00+00:00,283.0,283.0,282.93,282.9987,623.0,16.0,282.98185
651,AAPL,2025-12-01 23:14:00+00:00,282.975,282.98,282.96,282.98,698.0,13.0,282.975935
652,AAPL,2025-12-01 23:15:00+00:00,283.0,283.0,283.0,283.0,457.0,23.0,283.0
653,AAPL,2025-12-01 23:16:00+00:00,282.9593,282.9593,282.9593,282.9593,375.0,10.0,282.9593
654,AAPL,2025-12-01 23:20:00+00:00,283.0,283.0,283.0,283.0,180.0,18.0,283.0
655,AAPL,2025-12-01 23:23:00+00:00,283.13,283.13,283.13,283.13,434.0,24.0,283.13
656,AAPL,2025-12-01 23:24:00+00:00,283.06,283.11,283.06,283.11,307.0,12.0,283.085
657,AAPL,2025-12-01 23:25:00+00:00,283.06,283.2,283.06,283.2,936.0,20.0,283.137227
658,AAPL,2025-12-01 23:30:00+00:00,283.15,283.15,283.15,283.15,135.0,6.0,283.15
659,AAPL,2025-12-01 23:31:00+00:00,283.15,283.15,283.1,283.15,1818.0,25.0,283.131965
660,AAPL,2025-12-01 23:32:00+00:00,283.15,283.15,283.1,283.1,1331.0,15.0,283.138067
661,AAPL,2025-12-01 23:33:00+00:00,283.11,283.11,283.0675,283.1,1955.0,18.0,283.093449
662,AAPL,2025-12-01 23:34:00+00:00,283.23,283.23,283.23,283.23,711.0,23.0,283.23
663,AAPL,2025-12-01 23:36:00+00:00,283.25,283.25,283.15,283.24,836.0,27.0,283.223856
664,AAPL,2025-12-01 23:37:00+00:00,283.1488,283.1488,283.1488,283.1488,242.0,10.0,283.1488
665,AAPL,2025-12-01 23:42:00+00:00,283.17,283.17,283.17,283.17,173.0,14.0,283.17
666,AAPL,2025-12-01 23:43:00+00:00,283.19,283.19,283.18,283.18,1345.0,21.0,283.182
667,AAPL,2025-12-01 23:44:00+00:00,283.2,283.2,283.2,283.2,244.0,10.0,283.2
668,AAPL,2025-12-01 23:45:00+00:00,283.17,283.17,283.17,283.17,327.0,17.0,283.17
669,AAPL,2025-12-01 23:46:00+00:00,283.2,283.2,283.2,283.2,266.0,11.0,283.2
670,AAPL,2025-12-01 23:48:00+00:00,283.17,283.19,283.17,283.19,833.0,33.0,283.180805
671,AAPL,2025-12-01 23:49:00+00:00,283.18,283.2,283.18,283.2,2823.0,29.0,283.198708
672,AAPL,2025-12-01 23:50:00+00:00,283.15,283.15,283.15,283.15,122.0,9.0,283.15
673,AAPL,2025-12-01 23:51:00+00:00,283.2,283.2,283.19,283.19,318.0,27.0,283.195
674,AAPL,2025-12-01 23:53:00+00:00,283.11,283.11,283.11,283.11,194.0,13.0,283.11
675,AAPL,2025-12-01 23:54:00+00:00,283.12,283.12,283.12,283.12,342.0,9.0,283.12
676,AAPL,2025-12-01 23:55:00+00:00,283.15,283.15,283.15,283.15,1066.0,12.0,283.15
677,AAPL,2025-12-01 23:56:00+00:00,283.1,283.17,283.1,283.17,812.0,18.0,283.136458
678,AAPL,2025-12-01 23:58:00+00:00,283.1379,283.1379,283.1379,283.1379,292.0,15.0,283.1379
679,AAPL,2025-12-01 23:59:00+00:00,283.08,283.08,283.07,283.07,549.0,15.0,283.076667
680,AAPL,2025-12-02 00:00:00+00:00,283.01,283.01,283.0,283.0,1436.0,40.0,283.007353
681,AAPL,2025-12-02 00:01:00+00:00,283.0,283.01,283.0,283.01,1966.0,42.0,283.008432
682,AAPL,2025-12-02 00:03:00+00:00,283.01,283.01,283.01,283.01,843.0,14.0,283.01
683,AAPL,2025-12-02 00:05:00+00:00,283.04,283.04,283.04,283.04,170.0,13.0,283.04
684,AAPL,2025-12-02 00:06:00+00:00,283.03,283.074,283.03,283.074,696.0,16.0,283.051581
685,AAPL,2025-12-02 00:07:00+00:00,283.01,283.0112,283.01,283.0112,1844.0,6.0,283.011072
686,AAPL,2025-12-02 00:08:00+00:00,283.0102,283.0102,283.0102,283.0102,2071.0,11.0,283.0102
687,AAPL,2025-12-02 00:10:00+00:00,283.1,283.1,283.0879,283.0879,455.0,17.0,283.093557
688,AAPL,2025-12-02 00:11:00+00:00,283.1,283.1,283.1,283.1,309.0,11.0,283.1
689,AAPL,2025-12-02 00:18:00+00:00,283.1,283.1,283.1,283.1,191.0,9.0,283.1
690,AAPL,2025-12-02 00:25:00+00:00,283.07,283.07,283.07,283.07,1226.0,9.0,283.07
691,AAPL,2025-12-02 00:27:00+00:00,283.07,283.08,283.07,283.08,718.0,6.0,283.071538
692,AAPL,2025-12-02 00:28:00+00:00,283.1,283.1,283.1,283.1,187.0,6.0,283.1
693,AAPL,2025-12-02 00:29:00+00:00,283.1,283.1,283.1,283.1,1253.0,13.0,283.1
694,AAPL,2025-12-02 00:30:00+00:00,283.1,283.1,283.09,283.1,2320.0,28.0,283.099014
695,AAPL,2025-12-02 00:31:00+00:00,283.1,283.1,283.08,283.08,1101.0,7.0,283.098173
696,AAPL,2025-12-02 00:32:00+00:00,283.09,283.1,283.09,283.09,609.0,8.0,283.094966
697,AAPL,2025-12-02 00:33:00+00:00,283.1,283.1,283.1,283.1,2907.0,35.0,283.1
698,AAPL,2025-12-02 00:34:00+00:00,283.14,283.1999,283.14,283.1999,1864.0,10.0,283.184635
699,AAPL,2025-12-02 00:35:00+00:00,283.14,283.14,283.14,283.14,272.0,12.0,283.14
700,AAPL,2025-12-02 00:39:00+00:00,283.09,283.09,283.08,283.0801,706.0,18.0,283.084248
701,AAPL,2025-12-02 00:40:00+00:00,283.14,283.14,283.14,283.14,258.0,6.0,283.14
702,AAPL,2025-12-02 00:42:00+00:00,283.17,283.2,283.14,283.2,1443.0,56.0,283.178911
703,AAPL,2025-12-02 00:43:00+00:00,283.25,283.25,283.25,283.25,3027.0,43.0,283.25
704,AAPL,2025-12-02 00:45:00+00:00,283.1,283.18,283.1,283.18,789.0,22.0,283.144
705,AAPL,2025-12-02 00:48:00+00:00,283.2,283.2,283.2,283.2,146.0,11.0,283.2
706,AAPL,2025-12-02 00:49:00+00:00,283.2,283.2,283.2,283.2,1112.0,12.0,283.2
707,AAPL,2025-12-02 00:51:00+00:00,283.23,283.23,283.23,283.23,111.0,8.0,283.23
708,AAPL,2025-12-02 00:52:00+00:00,283.2,283.2284,283.2,283.2,896.0,16.0,283.214612
709,AAPL,2025-12-02 00:53:00+00:00,283.2013,283.2013,283.2013,283.2013,286.0,7.0,283.2013
710,AAPL,2025-12-02 00:55:00+00:00,283.22,283.24,283.1797,283.19,2677.0,22.0,283.216136
711,AAPL,2025-12-02 00:56:00+00:00,283.19,283.19,283.19,283.19,299.0,15.0,283.19
712,AAPL,2025-12-02 00:58:00+00:00,283.18,283.18,283.17,283.17,416.0,8.0,283.177059
713,AAPL,2025-12-02 00:59:00+00:00,283.16,283.16,283.09,283.09,598.0,16.0,283.108277
714,AAPL,2025-12-02 09:00:00+00:00,283.3,283.3,282.88,283.01,1570.0,76.0,283.063395
715,AAPL,2025-12-02 09:01:00+00:00,283.08,283.11,283.0,283.11,1739.0,43.0,283.071276
716,AAPL,2025-12-02 09:02:00+00:00,283.1,283.1,283.1,283.1,760.0,26.0,283.1
717,AAPL,2025-12-02 09:05:00+00:00,282.98,282.98,282.95,282.95,261.0,6.0,282.962876
718,AAPL,2025-12-02 09:07:00+00:00,282.95,282.95,282.61,282.61,2651.0,46.0,282.74719
719,AAPL,2025-12-02 09:11:00+00:00,282.45,282.45,282.36,282.36,1018.0,32.0,282.405
720,AAPL,2025-12-02 09:13:00+00:00,282.5,282.5,282.5,282.5,582.0,17.0,282.5
721,AAPL,2025-12-02 09:14:00+00:00,282.58,282.66,282.58,282.59,1313.0,20.0,282.592312
722,AAPL,2025-12-02 09:18:00+00:00,282.57,282.59,282.57,282.59,641.0,16.0,282.576667
723,AAPL,2025-12-02 09:19:00+00:00,282.61,282.62,282.61,282.62,1366.0,21.0,282.618701
724,AAPL,2025-12-02 09:21:00+00:00,282.5,282.5,282.5,282.5,553.0,10.0,282.5
725,AAPL,2025-12-02 09:23:00+00:00,282.41,282.41,282.3,282.31,2062.0,49.0,282.35635
726,AAPL,2025-12-02 09:25:00+00:00,282.38,282.4,282.38,282.4,624.0,15.0,282.38489
727,AAPL,2025-12-02 09:28:00+00:00,282.54,282.57,282.54,282.57,306.0,6.0,282.555
728,AAPL,2025-12-02 09:31:00+00:00,282.46,282.46,282.46,282.46,188.0,7.0,282.46
729,AAPL,2025-12-02 09:36:00+00:00,282.44,282.48,282.44,282.48,939.0,12.0,282.472826
730,AAPL,2025-12-02 09:38:00+00:00,282.4,282.4,282.4,282.4,593.0,17.0,282.4
731,AAPL,2025-12-02 09:39:00+00:00,282.4,282.4,282.34,282.34,1007.0,26.0,282.390769
732,AAPL,2025-12-02 09:40:00+00:00,282.34,282.36,282.34,282.36,499.0,14.0,282.35
733,AAPL,2025-12-02 09:46:00+00:00,282.4,282.4,282.4,282.4,467.0,20.0,282.4
734,AAPL,2025-12-02 09:48:00+00:00,282.38,282.38,282.28,282.28,1205.0,39.0,282.340046
735,AAPL,2025-12-02 09:49:00+00:00,282.3,282.34,282.3,282.34,2409.0,20.0,282.334516
736,AAPL,2025-12-02 09:51:00+00:00,282.38,282.38,282.38,282.38,151.0,5.0,282.38
737,AAPL,2025-12-02 09:53:00+00:00,282.43,282.43,282.4,282.4,1328.0,39.0,282.403974
738,AAPL,2025-12-02 09:54:00+00:00,282.33,282.33,282.32,282.32,1623.0,26.0,282.327692
739,AAPL,2025-12-02 09:56:00+00:00,282.32,282.32,282.32,282.32,1059.0,13.0,282.32
740,AAPL,2025-12-02 10:01:00+00:00,282.45,282.45,282.45,282.45,353.0,22.0,282.45
741,AAPL,2025-12-02 10:06:00+00:00,282.5,282.53,282.5,282.53,1121.0,18.0,282.505565
742,AAPL,2025-12-02 10:07:00+00:00,282.53,282.53,282.53,282.53,315.0,6.0,282.53
743,AAPL,2025-12-02 10:10:00+00:00,282.5,282.5,282.5,282.5,732.0,13.0,282.5
744,AAPL,2025-12-02 10:15:00+00:00,282.51,282.52,282.49,282.52,705.0,9.0,282.512456
745,AAPL,2025-12-02 10:26:00+00:00,282.46,282.46,282.46,282.46,102.0,2.0,282.46
746,AAPL,2025-12-02 10:28:00+00:00,282.52,282.52,282.52,282.52,513.0,21.0,282.52
747,AAPL,2025-12-02 10:29:00+00:00,282.52,282.52,282.4,282.4,1112.0,36.0,282.452824
748,AAPL,2025-12-02 10:31:00+00:00,282.52,282.52,282.52,282.52,279.0,7.0,282.52
749,AAPL,2025-12-02 10:33:00+00:00,282.51,282.51,282.51,282.51,323.0,17.0,282.51
750,AAPL,2025-12-02 10:34:00+00:00,282.46,282.46,282.46,282.46,142.0,8.0,282.46
751,AAPL,2025-12-02 10:47:00+00:00,282.35,282.35,282.3,282.3,1067.0,44.0,282.316195
752,AAPL,2025-12-02 10:50:00+00:00,282.32,282.32,282.3,282.32,1454.0,37.0,282.313668
753,AAPL,2025-12-02 10:51:00+00:00,282.34,282.45,282.34,282.45,1241.0,35.0,282.411407
754,AAPL,2025-12-02 10:53:00+00:00,282.44,282.44,282.44,282.44,104.0,5.0,282.44
755,AAPL,2025-12-02 10:54:00+00:00,282.43,282.43,282.43,282.43,219.0,5.0,282.43
756,AAPL,2025-12-02 10:55:00+00:00,282.41,282.5,282.39,282.5,2805.0,47.0,282.429264
757,AAPL,2025-12-02 10:56:00+00:00,282.49,282.49,282.42,282.42,511.0,15.0,282.455
758,AAPL,2025-12-02 10:57:00+00:00,282.42,282.42,282.4,282.4,388.0,10.0,282.413333
759,AAPL,2025-12-02 11:01:00+00:00,282.39,282.39,282.39,282.39,292.0,21.0,282.39
760,AAPL,2025-12-02 11:02:00+00:00,282.32,282.32,282.25,282.25,1306.0,72.0,282.28125
761,AAPL,2025-12-02 11:03:00+00:00,282.16,282.16,282.16,282.16,675.0,29.0,282.16
762,AAPL,2025-12-02 11:04:00+00:00,282.24,282.3,282.24,282.3,3976.0,44.0,282.295296
763,AAPL,2025-12-02 11:06:00+00:00,282.4,282.41,282.4,282.41,1206.0,33.0,282.407368
764,AAPL,2025-12-02 11:09:00+00:00,282.45,282.5,282.45,282.5,979.0,40.0,282.475
765,AAPL,2025-12-02 11:10:00+00:00,282.52,282.58,282.52,282.58,2938.0,32.0,282.524747
766,AAPL,2025-12-02 11:17:00+00:00,282.56,282.56,282.56,282.56,501.0,12.0,282.56
767,AAPL,2025-12-02 11:19:00+00:00,282.6,282.6,282.6,282.6,1044.0,36.0,282.6
768,AAPL,2025-12-02 11:20:00+00:00,282.56,282.56,282.56,282.56,378.0,20.0,282.56
769,AAPL,2025-12-02 11:21:00+00:00,282.6,282.6,282.6,282.6,325.0,9.0,282.6
770,AAPL,2025-12-02 11:22:00+00:00,282.62,282.65,282.62,282.65,439.0,17.0,282.635
771,AAPL,2025-12-02 11:23:00+00:00,282.7,282.7,282.7,282.7,1213.0,22.0,282.7
772,AAPL,2025-12-02 11:25:00+00:00,282.66,282.66,282.66,282.66,405.0,21.0,282.66
773,AAPL,2025-12-02 11:27:00+00:00,282.6,282.6,282.6,282.6,689.0,20.0,282.6
774,AAPL,2025-12-02 11:31:00+00:00,282.59,282.61,282.59,282.61,616.0,15.0,282.601141
775,AAPL,2025-12-02 11:32:00+00:00,282.67,282.67,282.67,282.67,104.0,3.0,282.67
776,AAPL,2025-12-02 11:33:00+00:00,282.71,282.71,282.71,282.71,347.0,15.0,282.71
777,AAPL,2025-12-02 11:34:00+00:00,282.68,282.75,282.68,282.74,2916.0,55.0,282.706426
778,AAPL,2025-12-02 11:35:00+00:00,282.8,282.8,282.76,282.76,1481.0,39.0,282.777725
779,AAPL,2025-12-02 11:36:00+00:00,282.71,282.71,282.7,282.7,1027.0,22.0,282.701894
780,AAPL,2025-12-02 11:38:00+00:00,282.8,282.8,282.8,282.8,2405.0,60.0,282.8
781,AAPL,2025-12-02 11:39:00+00:00,282.83,282.83,282.83,282.83,3733.0,40.0,282.83
782,AAPL,2025-12-02 11:40:00+00:00,282.82,282.82,282.8,282.8,912.0,38.0,282.811561
783,AAPL,2025-12-02 11:41:00+00:00,282.7,282.7,282.7,282.7,1154.0,26.0,282.7
784,AAPL,2025-12-02 11:45:00+00:00,282.72,282.72,282.72,282.72,347.0,9.0,282.72
785,AAPL,2025-12-02 11:46:00+00:00,282.74,282.74,282.72,282.72,359.0,11.0,282.726667
786,AAPL,2025-12-02 11:47:00+00:00,282.74,282.74,282.74,282.74,308.0,10.0,282.74
787,AAPL,2025-12-02 11:48:00+00:00,282.93,283.14,282.77,283.14,8863.0,208.0,282.986942
788,AAPL,2025-12-02 11:49:00+00:00,283.19,283.19,283.19,283.19,716.0,39.0,283.19
789,AAPL,2025-12-02 11:50:00+00:00,283.21,283.21,283.21,283.21,1386.0,46.0,283.21
790,AAPL,2025-12-02 11:55:00+00:00,283.1,283.1,283.04,283.04,601.0,24.0,283.07
791,AAPL,2025-12-02 11:56:00+00:00,283.1,283.1,283.1,283.1,429.0,11.0,283.1
792,AAPL,2025-12-02 11:57:00+00:00,283.09,283.09,283.09,283.09,444.0,20.0,283.09
793,AAPL,2025-12-02 11:58:00+00:00,283.05,283.05,283.0,283.0,1479.0,31.0,283.008834
794,AAPL,2025-12-02 11:59:00+00:00,282.91,282.92,282.91,282.92,481.0,16.0,282.915
795,AAPL,2025-12-02 12:00:00+00:00,282.86,282.86,282.85,282.85,1026.0,37.0,282.851992
796,AAPL,2025-12-02 12:01:00+00:00,282.91,282.91,282.91,282.91,200.0,7.0,282.91
797,AAPL,2025-12-02 12:02:00+00:00,282.9,282.92,282.9,282.92,1277.0,16.0,282.914553
798,AAPL,2025-12-02 12:05:00+00:00,282.86,282.86,282.86,282.86,348.0,14.0,282.86
799,AAPL,2025-12-02 12:06:00+00:00,282.86,282.86,282.8,282.8,1030.0,29.0,282.839893
800,AAPL,2025-12-02 12:07:00+00:00,282.8,282.81,282.8,282.81,450.0,11.0,282.805
801,AAPL,2025-12-02 12:08:00+00:00,282.8,282.8,282.25,282.25,60455.0,283.0,282.339799
802,AAPL,2025-12-02 12:10:00+00:00,282.46,282.47,282.33,282.33,2043.0,46.0,282.421912
803,AAPL,2025-12-02 12:11:00+00:00,282.33,282.33,282.26,282.26,2615.0,49.0,282.277337
804,AAPL,2025-12-02 12:13:00+00:00,282.31,282.33,282.28,282.28,4480.0,31.0,282.321995
805,AAPL,2025-12-02 12:14:00+00:00,282.34,282.35,282.34,282.35,647.0,15.0,282.347647
806,AAPL,2025-12-02 12:15:00+00:00,282.38,282.38,282.38,282.38,276.0,11.0,282.38
807,AAPL,2025-12-02 12:16:00+00:00,282.35,282.35,282.29,282.3,665.0,16.0,282.30905
808,AAPL,2025-12-02 12:17:00+00:00,282.34,282.35,282.34,282.35,887.0,17.0,282.348336
809,AAPL,2025-12-02 12:18:00+00:00,282.4,282.43,282.4,282.43,843.0,19.0,282.424536
810,AAPL,2025-12-02 12:19:00+00:00,282.43,282.43,282.43,282.43,545.0,6.0,282.43
811,AAPL,2025-12-02 12:20:00+00:00,282.48,282.5,282.48,282.5,1338.0,27.0,282.48199
812,AAPL,2025-12-02 12:21:00+00:00,282.56,282.58,282.56,282.58,612.0,22.0,282.5725
813,AAPL,2025-12-02 12:22:00+00:00,282.61,282.67,282.61,282.67,311.0,14.0,282.64
814,AAPL,2025-12-02 12:24:00+00:00,282.7,282.73,282.7,282.73,1065.0,24.0,282.7176
815,AAPL,2025-12-02 12:25:00+00:00,282.68,282.68,282.68,282.68,1045.0,36.0,282.68
816,AAPL,2025-12-02 12:26:00+00:00,282.69,282.69,282.69,282.69,139.0,7.0,282.69
817,AAPL,2025-12-02 12:28:00+00:00,282.78,282.78,282.76,282.76,394.0,27.0,282.77
818,AAPL,2025-12-02 12:29:00+00:00,282.72,282.72,282.72,282.72,412.0,18.0,282.72
819,AAPL,2025-12-02 12:30:00+00:00,282.78,282.84,282.78,282.84,629.0,20.0,282.8075
820,AAPL,2025-12-02 12:32:00+00:00,282.71,282.71,282.71,282.71,1115.0,29.0,282.71
821,AAPL,2025-12-02 12:34:00+00:00,282.71,282.71,282.64,282.64,3148.0,71.0,282.697433
822,AAPL,2025-12-02 12:35:00+00:00,282.61,282.61,282.52,282.52,2792.0,37.0,282.548234
823,AAPL,2025-12-02 12:36:00+00:00,282.6,282.6,282.6,282.6,102.0,3.0,282.6
824,AAPL,2025-12-02 12:38:00+00:00,282.59,282.59,282.56,282.56,575.0,19.0,282.572048
825,AAPL,2025-12-02 12:39:00+00:00,282.57,282.62,282.56,282.56,981.0,27.0,282.579766
826,AAPL,2025-12-02 12:40:00+00:00,282.6,282.6,282.6,282.6,723.0,15.0,282.6
827,AAPL,2025-12-02 12:41:00+00:00,282.65,282.65,282.61,282.61,1344.0,23.0,282.637547
828,AAPL,2025-12-02 12:50:00+00:00,282.58,282.58,282.56,282.56,836.0,17.0,282.562439
829,AAPL,2025-12-02 12:51:00+00:00,282.65,282.65,282.65,282.65,753.0,29.0,282.65
830,AAPL,2025-12-02 12:52:00+00:00,282.68,282.69,282.67,282.69,1553.0,32.0,282.685281
831,AAPL,2025-12-02 12:53:00+00:00,282.72,282.72,282.72,282.72,702.0,40.0,282.72
832,AAPL,2025-12-02 12:55:00+00:00,282.79,283.04,282.79,283.04,5546.0,132.0,282.948864
833,AAPL,2025-12-02 12:56:00+00:00,283.1,283.27,283.08,283.27,10457.0,182.0,283.215038
834,AAPL,2025-12-02 12:57:00+00:00,283.27,283.27,283.25,283.25,2195.0,40.0,283.267981
835,AAPL,2025-12-02 12:59:00+00:00,283.1,283.1,283.01,283.1,1651.0,34.0,283.069027
836,AAPL,2025-12-02 13:00:00+00:00,282.32,283.2699,282.06,282.62,68799.0,2839.0,282.551981
837,AAPL,2025-12-02 13:02:00+00:00,282.4097,283.0191,282.4097,282.89,1481.0,208.0,282.849857
838,AAPL,2025-12-02 13:04:00+00:00,282.7996,282.7996,282.7996,282.7996,392.0,19.0,282.7996
839,AAPL,2025-12-02 13:05:00+00:00,282.86,282.86,282.75,282.75,1351.0,63.0,282.796667
840,AAPL,2025-12-02 13:06:00+00:00,282.73,282.9,282.67,282.67,1753.0,40.0,282.696178
841,AAPL,2025-12-02 13:07:00+00:00,282.81,282.81,282.5714,282.593,2995.0,42.0,282.677704
842,AAPL,2025-12-02 13:08:00+00:00,282.7742,282.7742,282.7742,282.7742,301.0,19.0,282.7742
843,AAPL,2025-12-02 13:09:00+00:00,282.67,282.67,282.5815,282.5815,1789.0,41.0,282.62697
844,AAPL,2025-12-02 13:10:00+00:00,282.5797,282.67,282.5797,282.67,1220.0,23.0,282.659523
845,AAPL,2025-12-02 13:11:00+00:00,282.7,282.7,282.7,282.7,522.0,21.0,282.7
846,AAPL,2025-12-02 13:12:00+00:00,282.69,282.69,282.6109,282.6109,910.0,31.0,282.625025
847,AAPL,2025-12-02 13:13:00+00:00,282.66,282.66,282.52,282.52,7266.0,110.0,282.532868
848,AAPL,2025-12-02 13:14:00+00:00,282.553,282.553,282.52,282.52,615.0,27.0,282.5415
849,AAPL,2025-12-02 13:15:00+00:00,282.6,282.6,282.5201,282.5201,1016.0,24.0,282.54095
850,AAPL,2025-12-02 13:16:00+00:00,282.53,282.53,282.53,282.53,599.0,18.0,282.53
851,AAPL,2025-12-02 13:17:00+00:00,282.55,282.55,282.55,282.55,875.0,27.0,282.55
852,AAPL,2025-12-02 13:20:00+00:00,282.56,282.56,282.56,282.56,376.0,10.0,282.56
